new,host,a,status_code,soa,mx,ns,cname,cdn,cdn-name,has_internal_ips,internal_ips,txt,aaaa,caa
,hq-api.data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,hq.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,hq.zapier.com,172.253.122.121,NOERROR,"ns1.google.com, dns-admin.google.com",,,ghs.googlehosted.com,,,,,,2607:f8b0:4004:c09::79,
,httpbin.cryptoduck.zapier.com,"34.232.197.218, 52.202.125.84, 54.152.104.52",NOERROR,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
,httpbin.data.zapier.com,"34.230.128.9, 3.226.93.206, 3.222.42.131",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,"ns-1419.awsdns-49.org, ns-1677.awsdns-17.co.uk, ns-262.awsdns-32.com, ns-551.awsdns-04.net",,,,,,,,
,httpbin.pe.zapier.com,"35.153.13.208, 54.88.180.65, 54.83.37.79",NOERROR,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,,,
,httpbin.shared.zapier.com,"54.235.82.209, 52.200.64.39, 52.3.199.58",NOERROR,"ns-389.awsdns-48.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,httplogger-eks-02.zapier.com,"52.2.228.131, 52.87.144.228, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,httplogger.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,immuta-datahub-service.data.zapier.com,"10.6.33.168, 10.6.120.141, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.120.141, 10.6.74.2",,,
,immuta.data.zapier.com,"10.6.120.141, 10.6.33.168, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.33.168, 10.6.74.2",,,
,incident-playbook.zapier.com,"44.209.38.104, 52.87.144.228, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,insights.data.zapier.com,"23.20.210.241, 54.86.243.223, 3.93.90.98",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,internal.tables.zapier.com,"10.8.74.201, 10.8.71.144, 10.8.79.88",NOERROR,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,,,,,True,"10.8.74.201, 10.8.71.144, 10.8.79.88",,,
,internal.zapier.com,,NOERROR,,,,,,,,,,,
,issues.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,kubecost.data.zapier.com,"10.6.120.141, 10.6.74.2, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.74.2, 10.6.33.168",,,
,kubernetes-dashboard.data.zapier.com,,NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=data,external-dns/resource=ingress/kube-system/kube-system-kubernetes-dashboard",,
,learn.zapier.com,"108.138.7.47, 108.138.7.16, 108.138.7.19, 108.138.7.120",NOERROR,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,,learn.zapier.com.skilljarapp.com,True,cloudfront,,,,,
,links.zapier.com,"18.66.112.36, 18.66.112.54, 18.66.112.30, 18.66.112.95",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,m69-127.zapier.com,166.78.69.127,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,makerpad.zapier.com,"34.251.201.224, 34.253.101.190, 54.194.170.100",NOERROR,"ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,,,
,mapier.zapier.com,"76.76.21.9, 76.76.21.241",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"globalsign.com, letsencrypt.org, sectigo.com"
,media.zapier.com,"52.85.151.52, 52.85.151.73, 52.85.151.65, 52.85.151.84",NOERROR,"ns-582.awsdns-08.net, awsdns-hostmaster.amazon.com",,,zapier.bynder.com,True,cloudfront,,,,"2600:9000:201e:4c00:1e:81ad:bc0:93a1, 2600:9000:201e:2e00:1e:81ad:bc0:93a1, 2600:9000:201e:1800:1e:81ad:bc0:93a1, 2600:9000:201e:2800:1e:81ad:bc0:93a1, 2600:9000:201e:2600:1e:81ad:bc0:93a1, 2600:9000:201e:1c00:1e:81ad:bc0:93a1, 2600:9000:201e:b800:1e:81ad:bc0:93a1, 2600:9000:201e:7800:1e:81ad:bc0:93a1",amazonaws.com
,memberhome-storybook.vercel.zapier.com,"76.76.21.241, 76.76.21.9",NOERROR,,,,,,,,,,,
,metrics.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,mobile.vercel.zapier.com,,NOERROR,,,,,,,,,,,
,msteams.zapier.com,"52.2.228.131, 44.209.38.104, 52.87.144.228",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,my.vercel.zapier.com,,NOERROR,,,,,,,,,,,
,nginx.editor.vercel.zapier.com,"76.76.21.61, 76.76.21.164",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
,nifi.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,nla.zapier.com,"108.157.4.57, 108.157.4.37, 108.157.4.56, 108.157.4.27",NOERROR,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",,"ns-1439.awsdns-51.org, ns-1887.awsdns-43.co.uk, ns-858.awsdns-43.net, ns-143.awsdns-17.com",,True,cloudfront,,,,,
,nli.zapier.com,"13.249.9.71, 13.249.9.89, 13.249.9.102, 13.249.9.81",NOERROR,"ns-1171.awsdns-18.org, awsdns-hostmaster.amazon.com",,"ns-1574.awsdns-04.co.uk, ns-181.awsdns-22.com, ns-777.awsdns-33.net, ns-1171.awsdns-18.org",,True,cloudfront,,,,,
,notify.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
,pagebuilder.vercel.zapier.com,"76.76.21.123, 76.76.21.98",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
,parser.k8s.zapier.com,,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,parser.zapier.com,"3.217.234.219, 54.243.80.242",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,"ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,,,,,,,
,partner.zapier.com,"76.76.21.164, 76.76.21.142",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"globalsign.com, letsencrypt.org, sectigo.com"
,pe.zapier.com,,NOERROR,"ns-1901.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,"ns-1382.awsdns-44.org, ns-1901.awsdns-45.co.uk, ns-422.awsdns-52.com, ns-650.awsdns-17.net",,,,,,,,
,pgg3ro.7462085t.zapier.com,54.174.60.194,NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,pitstop-dev.security.zapier.com,"54.164.218.192, 54.224.150.201, 34.239.13.218",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
,platform.zapier.com,"52.222.174.42, 52.222.174.16, 52.222.174.22, 52.222.174.38",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,,,
,playbook.zapier.com,"52.87.144.228, 44.209.38.104, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,"ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,,,,,,,
,preview-tech-radar.data.zapier.com,"10.6.33.168, 10.6.120.141, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.120.141, 10.6.74.2",,,
,prometheus.astro.data.zapier.com,"10.6.48.130, 10.6.119.132, 10.6.83.85",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.48.130, 10.6.119.132, 10.6.83.85",,,
,prometheus.data.zapier.com,"10.6.120.141, 10.6.33.168, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.120.141, 10.6.33.168, 10.6.74.2",,,
,prometheus.zapier.com,"44.207.41.2, 44.207.205.68, 3.212.126.179",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,r-packages.data.zapier.com,,NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,registry.astro.data.zapier.com,"10.6.48.130, 10.6.83.85, 10.6.119.132",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.48.130, 10.6.83.85, 10.6.119.132",,,
,relay.zapier.com,"52.87.144.228, 52.2.228.131, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,reporting.vercel.zapier.com,"76.76.21.142, 76.76.21.9",NOERROR,,,,,,,,,,,
,retreat.zapier.com,"52.87.144.228, 44.209.38.104, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,role.vercel.zapier.com,"76.76.21.164, 76.76.21.123",NOERROR,,,,,,,,,,,
,rstudio-green.data.zapier.com,"10.6.33.168, 10.6.120.141, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.120.141, 10.6.74.2",,,
,rstudio.data.zapier.com,"10.6.33.168, 10.6.74.2, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,"ns-1419.awsdns-49.org, ns-1677.awsdns-17.co.uk, ns-262.awsdns-32.com, ns-551.awsdns-04.net",,,,True,"10.6.33.168, 10.6.74.2, 10.6.120.141",,,
,s3.vercel.zapier.com,"76.76.21.241, 76.76.21.142",NOERROR,,,,,,,,,,,
,scheduler.zapier.com,"52.2.228.131, 52.87.144.228, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,scim.security.zapier.com,"18.214.17.157, 18.210.107.192",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/scim/scim",,
,sdm.security-dev.zapier.com,,NOERROR,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,,,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/strongdm/strongdm",,
,sec-metrics.zapier.com,"44.209.38.104, 52.87.144.228, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,security-champions.zapier.com,"44.209.38.104, 52.2.228.131, 52.87.144.228",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,"ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,,,,,,,
,security.zapier.com,,NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,"ns-51.awsdns-06.com, ns-982.awsdns-58.net, ns-1044.awsdns-02.org, ns-2032.awsdns-62.co.uk",,,,,,,,
,seer.data.zapier.com,"10.6.33.168, 10.6.120.141, 10.6.74.2",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.33.168, 10.6.120.141, 10.6.74.2",,,
,server.vercel.zapier.com,"76.76.21.123, 76.76.21.61",NOERROR,,,,,,,,,,,
,setup-zappy.zapier.com,"18.205.36.100, 54.157.58.70, 54.162.128.250, 52.204.242.176",NOERROR,"dns1.p05.nsone.net, hostmaster.nsone.net",,,solid-tortoise-3u3lpch0u0j5l35j3ned85en.herokudns.com,,,,,,,
,shared.zapier.com,,NOERROR,"ns-389.awsdns-48.com, awsdns-hostmaster.amazon.com",,"ns-644.awsdns-16.net, ns-389.awsdns-48.com, ns-1730.awsdns-24.co.uk, ns-1252.awsdns-28.org",,,,,,,,
,shop.vercel.zapier.com,"76.76.21.9, 76.76.21.241",NOERROR,,,,,,,,,,,
,slosh-api.security.zapier.com,"34.234.150.30, 3.82.133.146, 3.212.152.245",NOERROR,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",,,,,,,,,,
,stage.vercel.zapier.com,"76.76.21.142, 76.76.21.123",NOERROR,,,,,,,,,,,
,staging.team-fpv-interfaces.vercel.zapier.com,"76.76.21.164, 76.76.21.142",NOERROR,,,,,,,,,,,
,status.zapier.com,52.215.192.131,NOERROR,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",,,vg334k121155.stspg-customer.com,,,,,,,"globalsign.com;, letsencrypt.org"
,store.zapier.com,"54.208.77.238, 54.211.187.169",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,stripe.vercel.zapier.com,"76.76.21.164, 76.76.21.98",NOERROR,,,,,,,,,,,
,support-api.zapier.com,"44.209.38.104, 52.87.144.228, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,support-ops-es.zapier.com,,NOERROR,,,,,,,,,,,
,support-retreat.zapier.com,"52.2.228.131, 52.87.144.228, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,support.zapier.com,"52.2.228.131, 52.87.144.228, 44.209.38.104",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,tables.zapier.com,"13.32.121.55, 13.32.121.96, 13.32.121.53, 13.32.121.101",NOERROR,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,"ns-1101.awsdns-09.org, ns-1924.awsdns-48.co.uk, ns-416.awsdns-52.com, ns-960.awsdns-56.net",,True,cloudfront,,,,,
,tablestore.zapier.com,"54.174.70.99, 18.235.123.229, 52.45.251.197",NOERROR,"ns-1068.awsdns-05.org, awsdns-hostmaster.amazon.com",,"ns-1068.awsdns-05.org, ns-1984.awsdns-56.co.uk, ns-73.awsdns-09.com, ns-888.awsdns-47.net",,,,,,,,
,tablesui.vercel.zapier.com,"76.76.21.142, 76.76.21.61",NOERROR,,,,,,,,,,,
,tech-radar.data.zapier.com,"10.6.74.2, 10.6.33.168, 10.6.120.141",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.33.168, 10.6.120.141",,,
,tech.vercel.zapier.com,"76.76.21.22, 76.76.21.142",NOERROR,"ns1.vercel-dns.com, hostmaster.nsone.net",,,,,,,,,,
,teller.zapier.com,"52.87.144.228, 44.209.38.104, 52.2.228.131",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,test.vercel.zapier.com,"76.76.21.142, 76.76.21.61",NOERROR,,,,,,,,,,,
,transfer-api.zapier.com,"44.193.227.142, 54.156.75.169, 44.205.158.55",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,"ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,,,,,,,
,transfer.pilot.zapier.com,"76.76.21.123, 76.76.21.93",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"sectigo.com, letsencrypt.org, globalsign.com"
,transfer.zapier.com,"76.76.21.164, 76.76.21.241",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"letsencrypt.org, globalsign.com, sectigo.com"
,transformer.zapier.com,"54.82.82.121, 54.208.79.228",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,us-east-1.s.api.zapier.com,"54.165.230.245, 54.86.186.252, 100.26.114.17",NOERROR,"ns-198.awsdns-24.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,us-east-1.zapier.com,"54.87.150.250, 52.204.106.1, 3.224.202.244",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,,,,,,,
,v2.vercel.zapier.com,"76.76.21.123, 76.76.21.22",NOERROR,,,,,,,,,,,
,vault.security.zapier.com,34.196.131.117,NOERROR,"ns-627.awsdns-14.net, awsdns-hostmaster.amazon.com",vault.security.zapier.com,"ns-40.awsdns-05.com, ns-627.awsdns-14.net, ns-1178.awsdns-19.org, ns-1800.awsdns-33.co.uk",,,,,,v=spf1 include:mailgun.org ~all,,
,watchtower.zapier.com,,NOERROR,"dns1.p05.nsone.net, hostmaster.nsone.net",,,watchtower.zapier.com.herokudns.com,,,,,,,
,www.vercel.zapier.com,"76.76.21.93, 76.76.21.123",NOERROR,,,,,,,,,,,
,www.zapier.com,"18.66.97.108, 18.66.97.109, 18.66.97.79, 18.66.97.103",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",,,,True,cloudfront,,,d1cunyoisalztg.cloudfront.net,,
,zables.zapier.com,"13.32.121.53, 13.32.121.101, 13.32.121.96, 13.32.121.55",NOERROR,"ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",,"ns-1050.awsdns-03.org, ns-2005.awsdns-58.co.uk, ns-464.awsdns-58.com, ns-536.awsdns-03.net",,True,cloudfront,,,,,
,zap-ai-demo.zapier.com,"76.76.21.61, 76.76.21.142",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"letsencrypt.org, globalsign.com, sectigo.com"
,zap-ai.zapier.com,,NOERROR,"ns-198.awsdns-24.com, awsdns-hostmaster.amazon.com",,"ns-1066.awsdns-05.org, ns-1674.awsdns-17.co.uk, ns-198.awsdns-24.com, ns-965.awsdns-56.net",,,,,,,,
,zap-history.zapier.com,,NOERROR,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,"ns-1521.awsdns-62.org, ns-1987.awsdns-56.co.uk, ns-429.awsdns-53.com, ns-590.awsdns-09.net",,,,,,,,
,zap-storage.s.zapier.com,"52.222.236.74, 52.222.236.43, 52.222.236.78, 52.222.236.81",NOERROR,"ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com",,"ns-134.awsdns-16.com, ns-1417.awsdns-49.org, ns-1620.awsdns-10.co.uk, ns-624.awsdns-14.net",,True,cloudfront,,,,,
,zapier-lab-20962.travis.zapier.com,,NOERROR,,,,,,,,,,,
,zapier.com,"18.66.97.79, 18.66.97.108, 18.66.97.109, 18.66.97.103",NOERROR,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com","aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, noreply.qemailserver.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","ns-1407.awsdns-47.org, ns-1581.awsdns-05.co.uk, ns-404.awsdns-50.com, ns-710.awsdns-24.net",,True,cloudfront,,,"MS=ms34570520, MS=ms74255568, _globalsign-domain-verification=yst2B6CrcBBRSPV6wIJo7bKKV6RPZu-0pH50qATrtE, apple-domain-verification=8UmftAwuyHguUGmn, atlassian-domain-verification=8g12hcDftCqkCAwkBhKtLOPmie/OK5wxROpBpZNqGEOBLNNFaOFJfF0yQuaJsGrb, box-domain-verification=7d6f03a57566436606171d86c3a84079e2de2f82ee36ac9d56c9be0b92558900, canva-site-verification=JnL8HwpGBMvwVm0RfHka_g, d1cunyoisalztg.cloudfront.net, docusign=0004da0a-7321-4087-8605-ffcdd869e003, docusign=3fece1ee-a596-4ee7-bc18-42a841a40b54, facebook-domain-verification=5y4vf63bft2auva1rg7n6ibzqi1wgf, google-site-verification=15d7i0zAbt5QnoTAAtN2xfLt4mukneOeCTnYuHa0oLI, google-site-verification=7i8vld4g0-DzmIPyKUzOriOnsvD-xPPSQ5Qr66b1EgA, google-site-verification=OKDeLtm6Mof84hKHJ6B5j9X7Jeygb0x-FDUgHRwMDKA, google-site-verification=SF4VEXAEkxRm3yoMnsdB4Knic8X7aHN8wAQhVIX4E9E, google-site-verification=TF_VF4PSOHsi_DWHETVOdDfBdohOdWs5T5K4mpo3Hp0, google-site-verification=UW6bf0Q4jyG1x509Zfg-wLvrB0YQX41sbTrfIgJPOd4, google-site-verification=VunQIY_XwFAcjvouwKWZPRX7u_bsA8sBhlgKnUSwlCU, google-site-verification=eInWye3CFrm4NRHmbcjigapwcYljNZ8ygy_tgJ6ZNfg, google-site-verification=hzK8LutkuLnF_Azeh-H_5QDkchnSH8x05emJum5QDmc, google-site-verification=tNJ5X06TpTyD-lj8meil-9uvU00LYuNrv4KZ0ZFlXqI, h1-domain-verification=BVGL7e6dEAhadVEUveUQpnMg2xmKZFESF1PHHBmDsRLd16aN, heroku-domain-verification=pc4nmm5uem1yi3sdin2qbfxo4oiqznpeqg/dtip03u, heroku-domain-verification=zjmzp5cjvoftfe6pqbgonmwmfg1vil4qobqmxkxodxg, hubspot-domain-verification=MjNhZmUyMDItOGYzNS00ZTFiLTliODktN2YzOTZjYzQ5ZmE3, liveramp-site-verification=y3LNAxpIqrU9bn3LcrgMB7vC93AGoj61inXalX8cIPo, stripe-verification=24c0d48a547051a1528cd059d119b749d343f9a2e283305f98e57779abfd0df2, stripe-verification=2b149e43397a0d7dea76ae2cac136f58473d3fddf07944a41df227d073a239b5, v=spf1 include:_spf.google.com include:mailgun.org include:7462085.spf03.hubspotemail.net include:spf.mailjet.com include:mail.zendesk.com include:_spf.qualtrics.com -all, zapier-domain-verification-challenge=e5d97535-c223-4e75-9903-fe8684d3a060",,"amazon.com, digicert.com, globalsign.com, letsencrypt.org"
,zinnia-reports.zapier.com,"76.76.21.61, 76.76.21.142",NOERROR,"dns1.p07.nsone.net, hostmaster.nsone.net",,,cname.vercel-dns.com,,,,,,,"globalsign.com, sectigo.com, letsencrypt.org"
,zran.data.zapier.com,"10.6.74.2, 10.6.120.141, 10.6.33.168",NOERROR,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",,,,,,True,"10.6.74.2, 10.6.120.141, 10.6.33.168",,,
