input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,cdn_name,cdn,webserver,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched,tls_emails_,location,tls_self_signed
ads.harvard.edu,Astrophysics Data System,200,3588,AS1742,HARVARD-UNIV,US,131.142.0.0/16,ads.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,ctls,ads.harvard.edu,443,https://ads.harvard.edu:443,https,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,189,False,,,,nginx/1.14.1,True,,,,,,
adsabs.harvard.edu,NASA/ADS,200,5160,AS1742,HARVARD-UNIV,US,131.142.0.0/16,ui.adsabs.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,ctls,ui.adsabs.harvard.edu,443,https://adsabs.harvard.edu:443,https,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,,73,False,,,,,True,https://ui.adsabs.harvard.edu,,,,,
adsabs0.cfa.harvard.edu,SAO/NASA ADS: ADS Home Page,200,15433,AS1742,HARVARD-UNIV,US,131.142.0.0/16,adsabs0.cfa.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,ctls,adsabs0.cfa.harvard.edu,443,https://adsabs0.cfa.harvard.edu:443,https,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,440,False,,,,nginx/1.14.1,True,,,True,,,
advancedleadership.harvard.edu,Harvard Advanced Leadership Initiative,200,319131,AS53831,SQUARESPACE,US,198.49.23.0/24,www.advancedleadership.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-23T18:03:18Z,2023-07-22T18:03:17Z,CN=www.advancedleadership.harvard.edu,www.advancedleadership.harvard.edu,,www.advancedleadership.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ac9076e58d2f1ee5e1a17a122616d6ec,47046c599b4b33454888f0fb81309a4ae507fde5945676f341d7bf8f59fcab38,ctls,www.advancedleadership.harvard.edu,443,https://advancedleadership.harvard.edu:443,https,text/html,GET,198.49.23.144,/,-251543459,198.49.23.145,Stimulus,3559,False,,,,Squarespace,,https://www.advancedleadership.harvard.edu/,,,,,
aeontest.hul.harvard.edu,,200,102,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.125.0.0/17,aeontest.hul.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-29T00:00:00Z,2023-07-30T23:59:59Z,"CN=aeontest.hul.harvard.edu, OU=HUIT LTS, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",aeontest.hul.harvard.edu,President and Fellows of Harvard College,aeontest.hul.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,055a3b0cd07b98d8a0e2d573596ad30b,d479506505d453d88988f58686f96931fdaeccc954b500b01a4c714c689e24f9,ctls,aeontest.hul.harvard.edu,443,https://aeontest.hul.harvard.edu:443,https,text/html,GET,40.123.43.131,/,1631801191,40.123.43.131,HSTS,3,False,,azure,True,,,,url=https://aeontest.hul.harvard.edu/logon,,,,
africa.harvard.edu,Harvard University Center for African Studies,200,91699,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,africa.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-23T13:11:42Z,2023-06-21T13:11:41Z,CN=africa.harvard.edu,africa.harvard.edu,,africa.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d5977918691661819fc5428d9d74839,2c5d6636815771f4c1f784edb781590addeb5119a9ae35b96efc303d658be6e3,ctls,africa.harvard.edu,443,https://africa.harvard.edu:443,https,text/html,GET,23.2.13.57,/,-890515336,23.2.13.25,Red Hat Gluster,2117,False,,,,,,,,,,,
ai-hr.cyber.harvard.edu,Principled Artificial Intelligence | Berkman Klein Center,200,38580,AS1742,HARVARD-UNIV,US,128.103.200.0/24,cyber.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-07T12:27:14Z,2023-07-06T12:27:13Z,CN=adam.law.harvard.edu,adam.law.harvard.edu,,www.opennet.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c4b45eb91ca2ee3cc395c877e91be25,db7d9e0c1c974e25bfa24bd9380ee9861c818857fca4514690a0dea2c0b565f8,ctls,cyber.harvard.edu,443,https://ai-hr.cyber.harvard.edu:443,https,text/html,GET,128.103.64.94,/,694113997,128.103.64.94,PHP,3,False,,,,Apache,,https://cyber.harvard.edu/publication/2020/principled-ai,,,,,
aia.cfa.harvard.edu,AIA at SAO,200,14897,AS1742,HARVARD-UNIV,US,131.142.0.0/16,aia.cfa.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-26T00:00:00Z,2023-05-26T23:59:59Z,"CN=kurasuta.cfa.harvard.edu, OU=Harvard-Smithsonian Center for Astrophysics, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",kurasuta.cfa.harvard.edu,President and Fellows of Harvard College,xrt.cfa.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a95c1d726e9c38c24e842dc3961ca048,705159f34ce8d7ddc6fcef2b8045f148f6163a5dedf866f56f42f11b1194554c,ctls,aia.cfa.harvard.edu,443,https://aia.cfa.harvard.edu:443,https,text/html,GET,131.142.18.202,/,-366337701,131.142.18.202,Apache,288,False,,,,Apache,,,,,,,
aids.harvard.edu,Harvard AIDS Initiative,200,156185,AS54113,AS54113,Unknown,23.185.0.0/24,aids.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T14:18:41Z,2023-07-07T14:18:40Z,CN=aids.harvard.edu,aids.harvard.edu,,www.womenandhealthcommission.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,abe5a5abacc1fdf95716341f109d6a34,8997fcde598a4bd0f021b8d4c2445c4ca9f7f929beb271b66ea6dbec8c0d10c9,ctls,aids.harvard.edu,443,https://aids.harvard.edu:443,https,text/html,GET,23.185.0.3,/,1581664651,2620:12a:8001::3,WordPress:6.2,986,False,,,,nginx,,,,,,,
aikawalabs.bwh.harvard.edu,Aikawa-Aikawa Laboratories :: Home,200,9186,AS40831,PHS,US,170.223.0.0/16,aikawalabs.bwh.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=aikawalabs.bwh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",aikawalabs.bwh.harvard.edu,President and Fellows of Harvard College,aikawalabs.bwh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0c4ba56ddef7d4701e4f46853a084755,cc015293b4b6ff991bbd51498542cf64e81fa9314abceedcc9568e9dbb532816,ctls,aikawalabs.bwh.harvard.edu,443,https://aikawalabs.bwh.harvard.edu:443,https,text/html,GET,170.223.156.228,/,-1840324437,170.223.156.228,Ruby on Rails,199,False,,,,,,,,,,,
airflow.fas.harvard.edu,,200,215,AS1742,HARVARD-UNIV,US,140.247.128.0/17,,,,,,,,,,,,,,,,,,,80,http://airflow.fas.harvard.edu:80,http,text/html,GET,140.247.231.250,/,109196134,140.247.231.250,lighttpd:1.4.45,9,False,,,,lighttpd/1.4.45,,,url=home.html,,,,
almaapi-prod.lib.harvard.edu,,404,,AS14618,AMAZON-AES,US,35.168.0.0/13,almaapi-prod.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=almaapi-prod.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",almaapi-prod.lib.harvard.edu,President and Fellows of Harvard College,primoapi-prod.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b1e732b621cc650f5e01824e15c782f1,1dca9dd8b2edd4a6f0d958af5fdef61e8dbf9af59a759210d98c03f276f6b1e4,ctls,almaapi-prod.lib.harvard.edu,443,https://almaapi-prod.lib.harvard.edu:443,https,,GET,35.172.81.155,/,-1840324437,52.0.101.45,,1,False,,,,,,,,,,,
alpha.huit.harvard.edu,Web Site Not Found,404,970,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,alpha.huit.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:22:10Z,2023-08-04T19:22:09Z,CN=*.huit.harvard.edu,*.huit.harvard.edu,,*.huit.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50fe35e37e7c750d7c7d0d61135c4fbd,e21b7ed7e2e1e61920491c523509588c84cb46b89eb6c4997ce40b073cef0915,ctls,alpha.huit.harvard.edu,443,https://alpha.huit.harvard.edu:443,https,text/html,GET,23.2.13.25,/,-1883206912,23.2.13.57,HSTS,27,False,,,,,True,,,,,,
alumni.gsd.harvard.edu,Harvard GSD Alumni and Friends Home - Harvard GSD Alumni & FriendsHarvard GSD Alumni & Friends,200,197179,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,alumni.gsd.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T17:04:37Z,2023-08-01T17:04:36Z,CN=alumni.gsd.harvard.edu,alumni.gsd.harvard.edu,,alumni.gsd.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,80fca120004e65e4896b0f43db12c708,781b076dcd7fc27216e98966bf933942a19e30db2bd9aaffa08c311640f4e682,ctls,alumni.gsd.harvard.edu,443,https://alumni.gsd.harvard.edu:443,https,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,Yoast SEO:20.6,1738,False,,,,cloudflare,,,,,,,
alumni.harvard.edu,Welcome to Harvard Alumni,200,64394,AS54113,FASTLY,US,151.101.8.0/22,alumni.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-19T14:03:05Z,2023-06-17T14:03:04Z,CN=alumni.harvard.edu,alumni.harvard.edu,,alumni.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,987ce6a9beb82c3920cb612f286c93a0,ebfe444a56192ab323c7bb5bda7ce8bda9dc8420f0d6db313ea42f5a46dfe30b,ctls,alumni.harvard.edu,443,https://alumni.harvard.edu:443,https,text/html,GET,151.101.2.133,/,450475546,2a04:4e42:200::645,Varnish,799,False,,fastly,True,nginx,,,,,,,
alumni.knet.hks.harvard.edu,BIG-IP logout page,200,5646,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,knet.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=hks.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hks.harvard.edu,President and Fellows of Harvard College,knet.hks.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1f1b75651660421c6ff875bfd947ac91,16619bf750e48c077dc0f5f9c4361f765604b9e7a3b647fb4022179891c05206,ctls,knet.hks.harvard.edu,443,https://alumni.knet.hks.harvard.edu:443,https,text/html,GET,20.75.233.56,/,878647854,20.75.233.56,F5 BigIP,135,False,,,,BigIP,True,https://knet.hks.harvard.edu/my.logout.php3?errorcode=19,,True,,,
alvarezlab.wjh.harvard.edu,502 Bad Gateway,502,166,AS1742,HARVARD-UNIV,US,140.247.96.0/20,alvarezlab.wjh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T06:10:50Z,2023-07-25T06:10:49Z,CN=corenlp.alvarezlab.wjh.harvard.edu,corenlp.alvarezlab.wjh.harvard.edu,,www.corenlp.alvarezlab.wjh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b27f50f13bc2426af7c882446c632086,092fcc8b004f5ae9f4d20a73bc6307c065f395ba56c1e7e5b242f0086ddceb97,ctls,alvarezlab.wjh.harvard.edu,443,https://alvarezlab.wjh.harvard.edu:443,https,text/html,GET,140.247.95.116,/,366277485,140.247.95.116,Ubuntu,8,False,,,,nginx/1.18.0 (Ubuntu),,,,True,,,
am.hks.harvard.edu,Harvard Kennedy School | Harvard Kennedy School,200,114154,AS54113,AS54113,Unknown,23.185.0.0/24,am.hks.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T08:42:38Z,2023-07-23T08:42:37Z,CN=am.hks.harvard.edu,am.hks.harvard.edu,,am.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6356b285f3acde840e52a71fa6b665c4,13b00733de7dbd0458144cf07c640a9c23969fb2e3e268c50827c5800be0f03e,ctls,am.hks.harvard.edu,443,https://am.hks.harvard.edu:443,https,text/html,GET,23.185.0.1,/,523167317,23.185.0.1,ZURB Foundation,1615,False,,,,nginx,,,https://canvas.harvard.edu,,,,
amber.dfci.harvard.edu,,418,,AS40127,LMANET,US,134.174.0.0/16,amber.dfci.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-24T00:00:00Z,2023-06-07T23:59:59Z,CN=*.sbgrid.org,*.sbgrid.org,,sbgrid.org,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec381e0960f14112d7981106ac6dd483,1e322a6c85444dee5dcfc5b55e93a3f0fe976fa17a1e5e55817e73327cd1f91d,ctls,amber.dfci.harvard.edu,443,https://amber.dfci.harvard.edu:443,https,,GET,134.174.140.86,/,-1840324437,134.174.140.86,Nginx:1.24.0,1,False,,,,nginx/1.24.0,True,,,True,,,
amber.mgh.harvard.edu,403 Forbidden,403,199,AS40831,PHS,US,132.183.0.0/16,amber.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T07:30:20Z,2023-07-07T07:30:19Z,CN=amber.mgh.harvard.edu,amber.mgh.harvard.edu,,amber.mgh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,28640fbd9675994a5ac6d3500660f5ce,0867c8393c0dd838fd09fb19356ef8281fdaa80d7f0aefaf8f19dbef161267ba,ctls,amber.mgh.harvard.edu,443,https://amber.mgh.harvard.edu:443,https,text/html,GET,132.183.161.23,/,-855688948,132.183.161.23,OpenSSL:1.1.1q,8,False,,,,Apache/2.4.56 (FreeBSD) OpenSSL/1.1.1q-freebsd,,,,,,,
amestest.law.harvard.edu,Welcome to the Ames Foundation,200,17857,AS16509,AMAZON-02,US,18.66.116.0/23,amestest.law.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-09T00:00:00Z,2023-06-09T23:59:59Z,"CN=amesfoundation.law.harvard.edu, OU=Harvard Law School, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",amesfoundation.law.harvard.edu,President and Fellows of Harvard College,bractontest.law.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a24afece5b74853313eeccbb934e25b6,29310c407f43c776461f677ff52619116e3fa7826e9b6375748e554b47fdb8e4,ctls,amestest.law.harvard.edu,443,https://amestest.law.harvard.edu:443,https,text/html,GET,18.66.112.65,/,-2137900423,18.66.112.73,Apache,222,False,,cloudfront,True,Apache,,,,,,,
amicus.law.harvard.edu,Amicus,200,13974,AS14618,AMAZON-AES,US,52.0.0.0/13,amicus.law.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=amicus.law.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",amicus.law.harvard.edu,President and Fellows of Harvard College,amicus.law.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,a63aee6679ba09a568d4fcb12cfe029c,2079c738f30c01e57aea837ce4f4517498cc14ca7a1f5a09ebd85c936777909d,ctls,amicus.law.harvard.edu,443,https://amicus.law.harvard.edu:443,https,text/html,GET,52.3.28.81,/,-1840324437,52.3.28.81,Ruby on Rails,479,False,,,,nginx/1.18.0,,,,,,,
amp.rc.fas.harvard.edu,Psychology Study,200,1251,AS1742,HARVARD-UNIV,US,140.247.96.0/20,amp.rc.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-01-31T00:00:00Z,2021-01-30T23:59:59Z,"CN=amp.rc.fas.harvard.edu, OU=FAS Research Computing, O=Harvard College, street=38 Oxford Street, L=Cambridge, ST=MA, postalCode=02138, C=US",amp.rc.fas.harvard.edu,Harvard College,amp.rc.fas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,88585f327a3e4712c41e37d60eca439a,a581c7663f5cd2441c13a5769bb50b8c05668561580d87de5e54bad1ff4fb5d1,ctls,amp.rc.fas.harvard.edu,443,https://amp.rc.fas.harvard.edu:443,https,text/html,GET,140.247.64.143,/,-366337701,140.247.64.143,Apache,51,False,True,,,Apache,,,,,,,
ams.hup.harvard.edu,Login : PubFactory AMS,200,7739,AS16509,AS16509,Unknown,54.194.0.0/15,ams.hup.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-08T00:00:00Z,2023-08-08T23:59:59Z,"CN=ams.hup.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",ams.hup.harvard.edu,President and Fellows of Harvard College,ams.hup.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f3ecc90d12f653fa5a625e46d86a5f9a,0c5cf779fbfd2066d9eca4bffbfcac9c63cb8799e5ebd890b2479e8122b6079e,ctls,ams.hup.harvard.edu,443,https://ams.hup.harvard.edu:443,https,text/html,GET,54.194.201.83,/,1493898130,52.16.236.68,Java,152,False,,,,,,https://ams.hup.harvard.edu/login?redirect=%2F,,,,,
analytics-uat.rmf.harvard.edu,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,analytics-uat.rmf.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",rmf.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8b754f2288b2df3b5a9ecb556de24fb5,b9fe76fdc54f5bb72b0b94ad2524415b5ae86a1aa05d5983fd2c61ffe9469314,ctls,analytics-uat.rmf.harvard.edu,443,https://analytics-uat.rmf.harvard.edu:443,https,text/plain,GET,104.18.98.81,/,-687065775,104.18.97.81,Cloudflare,1,False,,cloudflare,True,cloudflare,True,,,,,,
analytics.rmf.harvard.edu,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,analytics.rmf.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",rmf.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8b754f2288b2df3b5a9ecb556de24fb5,b9fe76fdc54f5bb72b0b94ad2524415b5ae86a1aa05d5983fd2c61ffe9469314,ctls,analytics.rmf.harvard.edu,443,https://analytics.rmf.harvard.edu:443,https,text/plain,GET,104.18.98.81,/,-687065775,104.18.97.81,Cloudflare,1,False,,cloudflare,True,cloudflare,True,,,,,,
andl.wjh.harvard.edu,Affective Neuroscience and Development Lab,200,51456,AS14618,AMAZON-AES,US,52.200.0.0/13,andl.wjh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-09T20:35:44Z,2023-08-07T20:35:43Z,CN=andl.wjh.harvard.edu,andl.wjh.harvard.edu,,www.andl.wjh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,28716a10e61ada96fd550e9172689b64,c55cd6d39811123f96facc92f55edde8e7666620fc782cfaebaca303401d29e5,ctls,andl.wjh.harvard.edu,443,https://andl.wjh.harvard.edu:443,https,text/html,GET,52.202.246.166,/,1114301902,3.215.150.64,WordPress,476,False,,,,openresty,,,,,,,
anesthesia.bidmc.harvard.edu,Anesthesia Intranet - Login,200,5805,AS40127,LMANET,US,134.174.0.0/16,anesthesia.bidmc.harvard.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=*.bidmc.harvard.edu, O=Beth Israel Lahey Health\, Inc, L=Cambridge, ST=Massachusetts, C=US",*.bidmc.harvard.edu,"Beth Israel Lahey Health, Inc",bidmc.harvard.edu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e8be0674ecd0880a61ec26951fc40236,8dc78cb56f667ce8a03f849845a8b22c6b3fdc1c67601fc81f756366e099f775,ctls,anesthesia.bidmc.harvard.edu,443,https://anesthesia.bidmc.harvard.edu:443,https,text/html,GET,134.174.104.228,/,1772087922,134.174.104.228,Windows Server,144,False,,,,Microsoft-IIS/8.5,True,https://anesthesia.bidmc.harvard.edu/anesportal/login.aspx?ReturnUrl=%2f,,,,,
animal.law.harvard.edu,Animal Law & Policy Program | Harvard Law School,200,54640,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,animal.law.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T13:25:41Z,2023-08-02T13:25:40Z,CN=animal.law.harvard.edu,animal.law.harvard.edu,,animal.law.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eb073f9c9890f2ac4ed8c93125c9bfb8,a26004b529ae9f7b43394f76c54bd6289ddf66e2cc25925741dc3ec4547abe86,ctls,animal.law.harvard.edu,443,https://animal.law.harvard.edu:443,https,text/html,GET,141.193.213.21,/,-311523256,141.193.213.20,WordPress,447,False,,,,cloudflare,,,,,,,
annotations.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23086,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,ctls,www.pin1.harvard.edu,443,https://annotations.harvard.edu:443,https,text/html,GET,23.2.13.25,/,946485665,23.2.13.57,HSTS,357,False,,,,Apereo CAS,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fwww.pin1.harvard.edu%2Fpin%2Fauthenticate%2FFAS_IQSS_SCHOLARSWEB_PROJECTS_ACQUIA,,,,,
apex.fas.harvard.edu,403 Forbidden,403,321,AS14618,AMAZON-AES,US,54.224.0.0/14,apex.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-08-17T23:59:59Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6cb744fcd6bcaf83455ef4951ea97605,e3ce2fca51ce7d9c4f12e90d23eeb2b007b0a605fd41f700c758da2426ea8599,ctls,apex.fas.harvard.edu,443,https://apex.fas.harvard.edu:443,https,text/html,GET,54.225.225.215,/,311328645,34.192.71.82,Apache:2.2.34,11,False,,,,Apache/2.2.34 (Amazon),True,,,,,,
