new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,mx,caa,has_internal_ips,internal_ips,ptr
,adfs.hrsa.gov,162.99.248.142,2607:f220:41c:400::a263:f88e,adfs.gslb.hrsa.gov,"162.99.248.111, hrsaoitdishosting.hrsa.hrsa.gov, 162.99.249.111",,NOERROR,,,,,,,,
,adm.nih.gov,128.231.91.183,,adm.ha.nih.gov,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,admin.hmrffasttrac.acf.hhs.gov,15.197.245.169,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,admin.insuranceoversight.hhs.gov,216.178.233.130,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,adobe-ep.cuidadodesalud.gov,"63.140.62.135, 63.140.62.164, 63.140.62.160",,qmf5aqvysz.data.adobedc.net,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,,,,,,,,
,adobe-ep.medicaid.gov,"63.140.62.164, 63.140.62.135, 63.140.62.160",,i7kxwbe9g3.data.adobedc.net,"ns201.adobe.net, hostmaster.adobe.com",,NOERROR,,,,,,,,
,adobeconnect-fms1.cdc.gov,173.46.143.145,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,adobeconnect-fms2.cdc.gov,173.46.143.146,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,adobeconnect-fms3.cdc.gov,173.46.143.147,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,adobeconnectcqauth1.cdc.gov,"173.46.143.144, 198.246.96.92, 198.246.96.61, 198.246.125.10",,,"ns2.cdc.gov, hostmaster.cdc.gov","icdc-us-ns3.cdc.gov, ns1.cdc.gov, icdc-us-ns2.cdc.gov, ns2.cdc.gov, ns3.cdc.gov, icdc-us-ns1.cdc.gov",NOERROR,,,,,,,,
,adobeconnectcqpub1.cdc.gov,173.46.143.144,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,adodev-cmmi.cms.gov,52.247.171.108,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,adp-auth.backends.cms.gov,"44.194.66.79, 52.72.111.80",,adp-auth-prod-1501448670.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,adp.backends.cms.gov,"44.195.50.32, 3.211.123.36",,adp-prod-1199625768.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
,aepo-xdv-epix1.cdc.gov,198.246.97.51,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,aghealth.nih.gov,131.226.202.20,2604:7ac0:101::17,sequoia.nci.nih.gov,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,agid.acl.gov,,"2620:1ec:29:1::45, 2620:1ec:48:1::45","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,agingresearchbiobank.nia.nih.gov,144.202.234.20,2600:2c00:f002:2::5,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,agingstats.gov,40.90.236.0,2607:f220:600:1::80b,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov","rh120ns1.368.dhhs.gov, rh120ns2.368.dhhs.gov, rh202ns1.355.dhhs.gov, rh202ns2.355.dhhs.gov",NOERROR,True,azure,"v=spf1 -all, identrust_validate=RMgMBu+38k6ZL4uHLe2BX8SBYcqR5tnt668MNQn1c00T",,,,,
,ahrc.cms.gov,23.78.202.194,"2600:1408:9000:6a1::1fc4, 2600:1408:9000:697::1fc4","production.cms.gov.edgekey.net, e8132.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ahrc.imp.cms.gov,"23.12.147.148, 23.12.147.157","2600:1408:7400::17de:4fb1, 2600:1408:7400::17de:4fe3","nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ahrc.test.cms.gov,"23.64.12.16, 23.64.12.24","2a02:26f0:d200::6855:f919, 2a02:26f0:d200::6855:f91a","nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ahrcvo.cms.gov,23.201.252.41,"2a02:26f0:480:292::1fc4, 2a02:26f0:480:282::1fc4","production.cms.gov.edgekey.net, e8132.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ahrcvo.test.cms.gov,"92.123.104.66, 92.123.104.8","2a02:26f0:3500:1b::1724:a395, 2a02:26f0:3500:1b::1724:a386","nonproduction.cms.gov.edgekey.net, e110723.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,ahrf.hrsa.gov,162.99.248.241,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,ai-ambisprd4.niaid.nih.gov,137.187.141.42,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-appauthprd5.niaid.nih.gov,128.231.152.189,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-appauthqa2.niaid.nih.gov,128.231.152.113,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-appimiqa1.niaid.nih.gov,137.187.140.74,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-appissoqa4.niaid.nih.gov,156.40.176.35,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-biscdatamgtprd1.niaid.nih.gov,165.112.180.120,2607:f220:415:3f0::c,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-biscdatauplprd1.niaid.nih.gov,128.231.152.187,2607:f220:415:3f2::1b,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-biscusradmprd1.niaid.nih.gov,165.112.180.57,2607:f220:415:3f0::d,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-cdiscvalwebprd1.niaid.nih.gov,52.205.139.47,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-datafaxprd3.niaid.nih.gov,165.112.180.153,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,v=spf1 include:nih.gov ~all,"nihcesxwayst05.hub.nih.gov, nihcesxwayst04.hub.nih.gov, nihcesxwayst03.hub.nih.gov, nihcesxway6.hub.nih.gov, nihcesxway5.hub.nih.gov, nihcesxway4.hub.nih.gov, nihcesxway3.hub.nih.gov, nihcesxwayst06.hub.nih.gov",,,,
,ai-flsplnkufcldprd1.niaid.nih.gov,165.112.180.64,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-gcpappprd1.niaid.nih.gov,165.112.180.87,2607:f220:415:3f0::15,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-gocdmasterprd1.niaid.nih.gov,165.112.180.9,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-icrrmappprd1.niaid.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-lpvroprd1.niaid.nih.gov,128.231.152.176,2607:f220:415:3f2::1d,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-ncrmswsp1.niaid.nih.gov,128.231.153.112,2607:f220:415:3f1::14,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-opal-vip.niaid.nih.gov,128.231.152.181,2607:f220:415:3f5::2e,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-opal.niaid.nih.gov,,,ai-opal-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-proxyprd1.niaid.nih.gov,165.112.180.68,2607:f220:415:3f0::22,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-sebwebstg25.niaid.nih.gov,128.231.152.196,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-tbrapprd01.niaid.nih.gov,3.223.35.48,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-wdtjlb2.niaid.nih.gov,128.231.152.181,2607:f220:415:3f5::2e,ai-opal-vip.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-wdtjlb3-vip.niaid.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-wdtjlb3.niaid.nih.gov,128.231.152.182,2607:f220:415:3f5::2f,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-webauthecp1.niaid.nih.gov,128.231.152.23,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-webauthprd4-6th.niaid.nih.gov,165.112.180.116,2607:f220:415:3f0::31,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai-webauthprd4-7th.niaid.nih.gov,165.112.180.95,2607:f220:415:3f0::32,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,ai.backends.cms.gov,18.213.231.121,,dev-ai-front-lb-1580258667.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
,aic.era.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,aidsinfo.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,"amazonses:YHwwKuhzEpdKiL56dXXKCJb3md4oq7Mmwf3wVxhcIAg=, v=spf1 ip4:69.195.244.132 include:amazonses.com include:nih.gov ~all, fmVLBgNCOF3tCit2eW8B725N+3KeshkARyWn1xf8SIOfSGZhhgSscIne9KjZNls1jMDAeiqK6eK1DOmLaekVZA==","nihcesxway3.hub.nih.gov, nihcesxway4.hub.nih.gov, nihcesxway5.hub.nih.gov, nihcesxwayst03.hub.nih.gov, nihcesxwayst04.hub.nih.gov, nihcesxwayst05.hub.nih.gov, nihcesxwayst06.hub.nih.gov",,,,
,aipz-ndms-1.cdc.gov,198.246.116.92,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,aipz-osel-1.cdc.gov,198.246.117.205,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,airwatchpilotv.cit.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,aisv-edi-1.cdc.gov,198.246.117.96,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,ak20.acl.gov,"13.107.226.45, 13.107.253.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",,NOERROR,,,,,,,,
,ak21.acl.gov,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",,NOERROR,,,,,,,,
,ak3.acl.gov,"13.107.238.44, 13.107.237.44","2620:1ec:4f:1::44, 2620:1ec:4e:1::44","p-pub-fdoor.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",,NOERROR,,,,,,,,
,aka-poisonhelp.hrsa.gov,,,"poisonhelp-hrsa.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,aka-www.foodsafety.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","foodsafety.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,aka-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akadev-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akadev-juntossipodemos.hhs.gov,"23.50.55.48, 23.50.55.43","2a02:26f0:3100::1732:3730, 2a02:26f0:3100::1732:372b","wecandothis.hhs.gov.edgekey-staging.net, e102848.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akadev1-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akadev5-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-betobaccofree.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","btf.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-bhw.hrsa.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","bhw-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-bloodstemcell.hrsa.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","bloodstemcell-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-bphc.hrsa.gov,23.202.252.120,,"bphc-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-digitalmedia.hhs.gov,23.209.135.50,"2600:1407:21:381::3802, 2600:1407:21:380::3802","syndication.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-everytrycounts.betobaccofree.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","everytrycounts.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-juntossipodemos.hhs.gov,"23.50.55.43, 23.50.55.48","2a02:26f0:3100::1732:372b, 2a02:26f0:3100::1732:3730","wecandothis.hhs.gov.edgekey-staging.net, e102848.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-mchbgrandchallenges.hrsa.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","mchbgrandchallenges-hrsa.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-newbornscreening.hrsa.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","newbornscreening-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-poisonhelp.hrsa.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","poisonhelp-hrsa.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-ryanwhite.hrsa.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","hab-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-therealcost.betobaccofree.hhs.gov,,"2a02:26f0:3100:683::219c, 2a02:26f0:3100:684::219c","therealcost.testhhs.akadns.net, www.therealcost.gov.edgekey-staging.net, e8604.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-www.hrsa.gov,,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","www-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaprod-www.organdonor.gov,,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","organdonor.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaqa-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaqa2-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaqa3-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaqa4-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akaqa5-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-betobaccofree.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","btf.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-everytrycounts.betobaccofree.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","everytrycounts.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-hab.hrsa.gov,23.202.252.120,,"hab-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-ion-www.hhs.gov,,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-mchb.hrsa.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","mchb-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-newbornscreening.hrsa.gov,,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","newbornscreening-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-nhsc.hrsa.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","nhsc-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-poisonhelp.hrsa.gov,23.202.252.120,,"poisonhelp-hrsa.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-ryanwhite.hrsa.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","hab-hrsa.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-telehealth.hhs.gov,"23.50.55.48, 23.50.55.43","2a02:26f0:3100::1732:3730, 2a02:26f0:3100::1732:372b","akastage-telehealth.hhs.gov.edgekey-staging.net, e102848.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-therealcost.betobaccofree.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","therealcost-btf.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-wecandothis.hhs.gov,"23.50.55.48, 23.50.55.43","2a02:26f0:3100::1732:372b, 2a02:26f0:3100::1732:3730","wecandothis.hhs.gov.edgekey-staging.net, e102848.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-www.foodsafety.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","foodsafety.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-www.organdonor.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","organdonor.testhhs.akadns.net, e14338.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage-www.stopbullying.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","stopbullying.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage1-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage2-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage4-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akastage5-ion-www.hhs.gov,23.202.252.120,,"wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akatest-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akatest1-ion-www.hhs.gov,23.209.135.50,"2600:1407:21:381::3802, 2600:1407:21:380::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akatest3-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:682::3802, 2a02:26f0:3100:680::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akatest4-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,akatest5-ion-www.hhs.gov,23.202.252.120,"2a02:26f0:3100:680::3802, 2a02:26f0:3100:682::3802","wwwhhs.testhhs.akadns.net, e14338.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
