host,a,soa,status_code,axfr,cname,mx,cdn,cdn-name,has_internal_ips,internal_ips,txt,ns,caa,aaaa
call-prompts-static.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'call-prompts-static.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
bonjour-qa.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bonjour-qa.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
business-staging.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'business-staging.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
15205598.uber.com,"167.89.123.54, 167.89.118.52, 167.89.118.83, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,{'host': '15205598.uber.com'},sendgrid.net,"mx.sendgrid.net, mx2.sendgrid.net",,,,,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com","godaddy.com, amazonaws.com",
business.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'business.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
av-maps-flow.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'av-maps-flow.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
call-prompts-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'call-prompts-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
acc.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'acc.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
careers.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'careers.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
call-prompts.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'call-prompts.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
candidate-experience-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'candidate-experience-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
bz.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bz.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
call-prompts-v2.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'call-prompts-v2.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
auto-ops.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'auto-ops.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
artifacts.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'artifacts.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
arize.uberinternal.com,34.117.14.251,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'arize.uberinternal.com'},,,True,google,,,,,,
cdg.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cdg.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
central-beta.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'central-beta.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
central-v2.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'central-v2.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
central.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'central.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
atg-catalog-search.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-catalog-search.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
backend.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'backend.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
atg-lls-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-lls-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
adtech-tools-test.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'adtech-tools-test.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
charter-dashboard.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'charter-dashboard.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
charter.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'charter.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
charter-staging.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'charter-staging.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
auth-test.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'auth-test.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
artemism.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'artemism.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
apollo-manager-dca.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'apollo-manager-dca.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
assessments-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'assessments-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
autopsy.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'autopsy.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
apphealth-monitor.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'apphealth-monitor.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atgmarketplace-routing.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atgmarketplace-routing.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cbus1.uberinternal.com,207.231.168.154,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cbus1.uberinternal.com'},,,,,,,,,,
ads.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ads.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
assets.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'assets.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
builds.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'builds.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
atlas-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atlas-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
auth-lite.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'auth-lite.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
athenax.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'athenax.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
autotune.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'autotune.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atet.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atet.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
accesshealth.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'accesshealth.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
backup.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'backup.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
atgmarketplace-routing-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atgmarketplace-routing-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-infraportal-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-infraportal-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
assessments.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'assessments.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
adtech-tools.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'adtech-tools.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ambassador-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ambassador-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
businesses.uber.com,"104.17.72.206, 104.17.71.206, 104.17.70.206, 104.17.73.206, 104.17.74.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,{'host': 'businesses.uber.com'},"uberforbusiness.mktoweb.com, ab39.mktossl.com",,True,cloudflare,,,,,,
accounting.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'accounting.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bamboo-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bamboo-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
base.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'base.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
access.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'access.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
activeai.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'activeai.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bizblog.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bizblog.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
brand.uber.com,"52.2.92.127, 23.21.158.119","ns-1322.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'brand.uber.com'},c-a9a9e8rrg08692f2a95d1ba1a6652408.frontify.com,,,,,,,,,
autotune-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'autotune-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cdn.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cdn.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
avmapeditor.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avmapeditor.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
aws-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'aws-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
blogadmin.uberinternal.com,208.93.16.10,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'blogadmin.uberinternal.com'},,,,,,,,,,
ci.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
announcer.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'announcer.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
artifactory-sjc1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'artifactory-sjc1.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
api-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'api-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
aarthika-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'aarthika-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bliss-beta.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bliss-beta.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
click.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'click.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
atg-partners.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-partners.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avrouting.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avrouting.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
aws.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'aws.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-code.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-code.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
build.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'build.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
asgard.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'asgard.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avmapeditor-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avmapeditor-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bank-service-platform-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bank-service-platform-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cartographer.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cartographer.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
atgmarketplace-routing-datascience.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atgmarketplace-routing-datascience.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bigid.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bigid.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
clients.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'clients.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
careers.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'careers.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
bloc.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bloc.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avengers.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avengers.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
adtech-tools-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'adtech-tools-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atlas.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atlas.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
clusto.uber.com,204.11.223.74,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'clusto.uber.com'},,,,,,,,,,
aws-staging-michelangelo.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'aws-staging-michelangelo.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
athena.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'athena.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avmaps-wave-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avmaps-wave-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
clearpass.uberinternal.com,10.32.129.12,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'clearpass.uberinternal.com'},,,,,True,10.32.129.12,,,,
ask-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ask-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cn-dc1.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cn-dc1.uber.com'},,mx.sendgrid.net,,,,,,,,
cn-dc1-staging.uber.com,104.36.192.150,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cn-dc1-staging.uber.com'},,,,,,,,,,
cn-dca-staging.uber.com,104.36.192.150,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cn-dca-staging.uber.com'},,,,,,,,,,
