input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed,tls_expired
a4a.intuit.com,Enterprise SSO,200,6593,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,federation.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=enterprisesso.eiam.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam.a.intuit.com,INTUIT INC.,adpfitness.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d02c125a95d42ca933e7c15693e883c1,0bb863d58dc594f826b06774af1d5c489a50399719ee9f68c4f3ce6b984a44a1,ctls,federation.intuit.com,,443,https://a4a.intuit.com:443,https,,text/html,GET,2.16.202.121,/,1777169858,95.101.54.131,,197,False,,True,,https://federation.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcwfc.sso.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoib2ciLCJzdWZmaXgiOiJ0VWNiZkIuMTY4MzY3MjcxMSJ9..CGJS91XsIHP8lpO07fL4Wg._En9pAYL0N3K6mKn9xEY3E84hqcplPGQpgKxt8FCgMVpyCwXXS5n1mco_eKd1Q_tD32n1UiYACqvyjFy7LlSi-TwdDc770Dnx6OBolW9aU9T79Gd8NgXYtjhdkl7K3QuP8Imo2D7ZxcDgczQEXeuWg.q7zFQsn5gS8L5xcwwu-fpA&nonce=byhnAvjABAmGA3hF-JaE7Q1cF3bQNxK9KFFjQPWTp7k&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcwfc.sso.intuit.com%2F%3Freturnpath%3Dhttps%3A%2F%2Fintuitwfc.my.salesforce.com%2Fapex%2FA4A_ReqDashboard&vnd_pi_application_name=sfdcwfc,,,
abac.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,abac.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,abac.api.intuit.com,,443,https://abac.api.intuit.com:443,https,envoy,text/plain,GET,52.36.118.128,/,-1840324437,44.233.217.30,HSTS,1,False,,True,,,True,,
abc.intuit.com,Invalid URL,400,207,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,abc.intuit.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,abc.intuit.com,,443,https://abc.intuit.com:443,https,AkamaiGHost,text/html,GET,23.32.238.67,/,-54520471,23.32.238.51,,8,False,,True,,,True,,
ablink.em1.mint.intuit.com,404 Not Found,404,564,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,ablink.em1.mint.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.mint.com, O=INTUIT INC., L=San Diego, ST=California, C=US, serialNumber=2324451, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.mint.com,INTUIT INC.,ablink.em1.mint.intuit.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a1a08760b562e4f8da4935b6ba2ebaa4,0de9f0494e6c287b5cef54ae6c37f93e4a63fb64cf733cebaccad9d6d64af5b5,ctls,ablink.em1.mint.intuit.com,,443,https://ablink.em1.mint.intuit.com:443,https,nginx,text/html,GET,23.215.23.66,/,1506877856,23.215.23.66,Nginx,14,False,,,,,,,
abtest.api.intuit.com,,401,227,AS16509,AMAZON-02,US,44.235.216.0/24,abtest.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,abtest.api.intuit.com,,443,https://abtest.api.intuit.com:443,https,,text/xml,GET,44.229.54.246,/,-146369668,44.240.59.226,,8,False,,True,,,True,,
abtesting-e2e.a.intuit.com,403 Forbidden,403,118,AS16509,AMAZON-02,US,44.235.216.0/24,abtesting-e2e.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,abtesting-e2e.a.intuit.com,,443,https://abtesting-e2e.a.intuit.com:443,https,awselb/2.0,text/html,GET,44.233.201.45,/,1344368402,52.11.193.208,,7,False,,True,,,True,,
abtesting-e2e.api.intuit.com,403 Forbidden,403,520,AS16509,AMAZON-02,US,44.235.216.0/24,abtesting-e2e.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,abtesting-e2e.api.intuit.com,,443,https://abtesting-e2e.api.intuit.com:443,https,awselb/2.0,text/html,GET,44.233.201.45,/,2095155567,52.11.193.208,,13,False,,True,,,True,,
abtesting-prf.a.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,34.208.0.0/12,abtesting-prf.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,abtesting-prf.a.intuit.com,,443,https://abtesting-prf.a.intuit.com:443,https,awselb/2.0,text/html,GET,34.212.249.250,/,2095155567,52.27.52.173,,13,False,,True,,,True,,
abtesting-prf.api.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,34.208.0.0/12,abtesting-prf.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,abtesting-prf.api.intuit.com,,443,https://abtesting-prf.api.intuit.com:443,https,awselb/2.0,text/html,GET,34.212.249.250,/,2095155567,52.27.52.173,,13,False,,True,,,True,,
abtesting-qal.a.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,54.220.0.0/16,abtesting-qal.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.qa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,daf11983ee66a96ef9c780bfc3146ed8,fc5d34cc9897b634f7915dbc0b50288d50db1194fa3e6fce71d51f9daf0905ae,ctls,abtesting-qal.a.intuit.com,,443,https://abtesting-qal.a.intuit.com:443,https,awselb/2.0,text/html,GET,54.218.73.89,/,2095155567,54.70.115.72,,13,False,,True,,,True,,
abtesting.api.intuit.com,,503,,AS16509,AS16509,Unknown,52.40.0.0/14,abtesting.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,abtesting.api.intuit.com,,443,https://abtesting.api.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,35.165.32.209,HSTS,1,False,,True,,,True,,
abtesting.platform.intuit.com,,502,,AS16509,AS16509,Unknown,34.208.0.0/12,abtesting.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,abtesting.platform.intuit.com,,443,https://abtesting.platform.intuit.com:443,https,envoy,text/plain,GET,34.211.162.37,/,-1840324437,35.82.140.22,HSTS,1,False,,True,,,True,,
academy.intuit.com,Intuit®: Complete Financial Confidence,200,436396,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,www.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,www.intuit.com,,443,https://academy.intuit.com:443,https,AmazonS3,text/html,GET,184.30.134.227,/,-159280318,2a02:26f0:3500:88d::123c,HSTS,105,False,,,*.intuit.com,https://www.intuit.com/,,,
accelerate.intuit.com,Intuit Accelerate,200,51435,AS16509,AMAZON-02,US,18.66.144.0/22,accelerate.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-19T23:59:59Z,CN=accelerate.intuit.com,accelerate.intuit.com,,accelerate.a.intuit.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3d5e1f651fc82ebe642554eca5f230c0,540c13582d8f1d8c94a5351827bd7eb4529427841f70e959ba3ac43bb2582479,ctls,accelerate.intuit.com,cloudfront,443,https://accelerate.intuit.com:443,https,AmazonS3,text/html,GET,18.66.147.113,/,-1725620287,18.66.147.94,Webflow,473,False,True,,,,,,
access.platform.intuit.com,,404,,AS16509,AS16509,Unknown,44.224.0.0/11,access.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,access.platform.intuit.com,,443,https://access.platform.intuit.com:443,https,envoy,text/plain,GET,44.238.27.150,/,-1840324437,44.231.185.115,HSTS,1,False,,True,,,True,,
accessapi.api.intuit.com,,401,227,AS16509,AS16509,Unknown,44.224.0.0/11,accessapi.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,accessapi.api.intuit.com,,443,https://accessapi.api.intuit.com:443,https,,text/xml,GET,44.240.59.226,/,-146369668,34.210.160.110,,8,False,,True,,,True,,
accountant.intuit.com,"Quickbooks Online Accountant, Grow and Manage Your Firm | Intuit",200,422559,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,quickbooks.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,quickbooks.intuit.com,,443,https://accountant.intuit.com:443,https,AmazonS3,text/html,GET,2.16.91.24,/,230045852,2.16.91.11,HSTS,21,False,,,*.intuit.com,https://quickbooks.intuit.com/accountants/,,,
accountants-community.intuit.com,Home - Intuit Accountants Community,200,156254,AS0,Not routed,None,13.32.100.0/23,proconnect.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,proconnect.intuit.com,cloudfront,443,https://accountants-community.intuit.com:443,https,Apache,text/html,GET,13.32.99.24,/,1818348022,2600:9000:2251:b400:8:e91f:ee40:93a1,PHP,2888,False,True,,*.intuit.com,https://proconnect.intuit.com/community/,,,
accountants.intuit.com,Intuit Professional Tax Preparation Software | Intuit Accountants,200,536105,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,accountants.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,accountants.intuit.com,,443,https://accountants.intuit.com:443,https,AmazonS3,text/html,GET,23.210.115.132,/,1311910733,23.210.115.132,HSTS,1339,False,,,*.intuit.com,,,,
accountantscanary-e2e.intuit.com,Error,503,176,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,accountantscanary-e2e.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2023-07-14T23:59:59Z,"CN=preprod.mktg.intuit.com, O=Intuit Inc, L=San Diego, ST=CALIFORNIA, C=US",preprod.mktg.intuit.com,Intuit Inc,accountantscanary-e2e.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48127604dc06e03d3a1fa8c9e6e8d467,3205f214be69bbdf4547329d4177c566aceef31017ffb2c05c71841c89298f6e,ctls,accountantscanary-e2e.intuit.com,,443,https://accountantscanary-e2e.intuit.com:443,https,AkamaiGHost,text/html,GET,23.201.245.228,/,1552621108,23.201.245.228,,5,False,,,,,,,
accounting.intuit.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,accounting.intuit.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,accounting.intuit.com,,443,https://accounting.intuit.com:443,https,AkamaiGHost,text/html,GET,2.16.91.24,/,1395983292,2.16.91.11,,8,False,,True,,,True,,
accounting.quickbooks.com,,404,,AS16509,AS16509,Unknown,54.150.128.0/18,accounting.quickbooks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=qbo.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",qbo.intuit.com,INTUIT INC.,emaillicense.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08abf3138045f62c1bfe88d8017c4823,113c50c0c854502cbe13f5cc40c3cb5700fdae20690548edf03d718b0de85518,ctls,accounting.quickbooks.com,,443,https://accounting.quickbooks.com:443,https,awselb/2.0,text/plain,GET,54.149.110.226,/,-1840324437,54.218.22.84,,1,False,,True,,,,,
accounts-e2e.identity-preprod.a.intuit.com,Intuit Accounts - Sign In,200,8483,AS16509,AS16509,Unknown,34.208.0.0/12,accounts-e2e.identity-preprod.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=*.identity-ppd.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.identity-ppd.a.intuit.com,INTUIT INC.,*.identity-qa-us-east-2.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ce82c4d37fdbac37a460d382d6ad406,b7f2308f7fd03e8b288f02aea9103072b667d9b29f2874fd0cf59bdcc57e1cd2,ctls,accounts-e2e.identity-preprod.a.intuit.com,,443,https://accounts-e2e.identity-preprod.a.intuit.com:443,https,nginx,text/html,GET,34.209.68.158,/,-606266797,52.13.8.39,Nginx,251,False,,True,*.system-intuitb2bsys.cs16.force.com,https://accounts-e2e.identity-preprod.a.intuit.com/index.html,True,,
accounts-e2e.intuit.com,Intuit Accounts - Sign In,200,13105,AS16625,AKAMAI-AS,US,95.100.80.0/22,accounts-e2e.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-23T23:59:59Z,"CN=accounts-e2e.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",accounts-e2e.intuit.com,INTUIT INC.,accounts-tax-e2e.turbotaxonline.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45f9e00a4c8e7af6ebd84869db17debb,1a225ce7f3e33e063617c88984cdc981e2bf2f1db7f46efbcbc751d4b0b80ff8,ctls,accounts-e2e.intuit.com,,443,https://accounts-e2e.intuit.com:443,https,nginx,text/html,GET,95.100.73.48,/,-606266797,95.100.73.48,Nginx,253,False,,,*.tiqcdn.com,https://accounts-e2e.intuit.com/index.html,,,
accounts-e2e.platform.intuit.com,,404,,AS16509,AS16509,Unknown,54.200.0.0/14,accounts-e2e.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-28T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.api.intuit.hk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2dfd80a40c62fe5e32244ed124a8c23e,0bd4a202657c93db273a0f065559ecef8cbce971746f894554e27f21948d94fb,ctls,accounts-e2e.platform.intuit.com,,443,https://accounts-e2e.platform.intuit.com:443,https,istio-envoy,text/plain,GET,54.201.241.24,/,-1840324437,54.213.70.67,HSTS,1,False,,True,,,True,,
accounts-e2e.quickbooks.com,Intuit Accounts - Sign In,200,13105,AS16625,AKAMAI-AS,US,95.100.80.0/22,accounts-e2e.quickbooks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-23T23:59:59Z,"CN=accounts-e2e.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",accounts-e2e.intuit.com,INTUIT INC.,accounts-tax-e2e.turbotaxonline.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45f9e00a4c8e7af6ebd84869db17debb,1a225ce7f3e33e063617c88984cdc981e2bf2f1db7f46efbcbc751d4b0b80ff8,ctls,accounts-e2e.quickbooks.com,,443,https://accounts-e2e.quickbooks.com:443,https,nginx,text/html,GET,95.100.73.48,/,-606266797,95.100.73.48,Nginx,253,False,,,*.intuit.com.mx,https://accounts-e2e.quickbooks.com/index.html,,,
accounts-help.intuit.com,sh-exp-accounts,200,37952,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,accounts-help.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T00:00:00Z,2024-01-24T23:59:59Z,"CN=accounts-help.intuit.com, O=Intuit Inc, L=San Diego, ST=CALIFORNIA, C=US",accounts-help.intuit.com,Intuit Inc,accounts-help-e2e.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8747eeb5af7f68f2cf6e5a4e841f6a5f,edac86e01650271af952f7c039fd0ad05944dc687c33e5f3a61d9867c44965b1,ctls,accounts-help.intuit.com,,443,https://accounts-help.intuit.com:443,https,envoy,text/html,GET,104.102.20.228,/,253233517,2a02:26f0:480:5a6::8a9,Zipkin,1,False,,,https://www.google.com/,https://accounts-help.intuit.com/app/intuit,,,
accounts-prd.intuit.com,Intuit Accounts - Sign In,200,13072,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,accounts-prd.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-29T23:59:59Z,"CN=accounts-prd.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",accounts-prd.intuit.com,INTUIT INC.,accounts-prd-lvdc.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,107076bac38fdeaf76082408a86c395c,94e84f0443bb4e90872a78938aee26f0a518fe8471a74eab018773fe1f6ed67a,ctls,accounts-prd.intuit.com,,443,https://accounts-prd.intuit.com:443,https,nginx,text/html,GET,104.102.57.56,/,-606266797,104.102.57.56,Nginx,253,False,,,*.stage-intuitb2b.cs125.force.com,https://accounts-prd.intuit.com/index.html,,,
accounts-prf.identity-preprod.a.intuit.com,Intuit Accounts - Sign In,200,8275,AS16509,AMAZON-02,US,44.235.216.0/24,accounts-prf.identity-preprod.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=*.identity-ppd.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.identity-ppd.a.intuit.com,INTUIT INC.,*.identity-qa-us-east-2.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ce82c4d37fdbac37a460d382d6ad406,b7f2308f7fd03e8b288f02aea9103072b667d9b29f2874fd0cf59bdcc57e1cd2,ctls,accounts-prf.identity-preprod.a.intuit.com,,443,https://accounts-prf.identity-preprod.a.intuit.com:443,https,nginx,text/html,GET,44.232.22.214,/,-606266797,44.235.35.239,Nginx,243,False,,True,*.tsheets-dev.com,https://accounts-prf.identity-preprod.a.intuit.com/index.html,True,,
